bhk,locality,Price,sqft,status,Possession,price_per_sqft,Age_old,bath
2,Wagholi,34 L,750,Ready to move,,"4,533 / sq ft",9,2
2,Baner,55 L,931,Ready to move,,"5,907 / sq ft",,2
1,Dhayari,29.9 L,640,Ready to move,,"4,671 / sq ft",7,1
1,Alandi,33 L,550,Ready to move,,"6,000 / sq ft",2,1
2,Wagholi,55 L,916,Ready to move,,"6,004 / sq ft",,2
2,Bavdhan,59.02 L,1286,Ready to move,,"4,590 / sq ft",,1
1,Karve Nagar,40 L,575,Ready to move,,"6,956 / sq ft",,1
3,Kharadi,91 L,1436,Under Construction,Possession by Aug 2024,"6,337 / sq ft",,3
2,Wadgaon Sheri,1.36 Cr,1353,Under Construction,Possession by Nov 2021,"10,051 / sq ft",,2
3,Koregaon Park,2.52 Cr,1566,Ready to move,,"16,091 / sq ft",11,3
4,Koregaon Park,7.5 Cr,5850,Ready to move,,"12,820 / sq ft",6,4
1,Koregaon Park,80 L,550,Under Construction,Possession by Dec 1899,"14,545 / sq ft",,1
4,Koregaon Park,2.7 Cr,2250,Ready to move,,"12,000 / sq ft",11,3
4,Koregaon Park,5.75 Cr,3905,Ready to move,,"14,724 / sq ft",11,5
3,Koregaon Park,2.31 Cr,2020,Ready to move,,"11,435 / sq ft",2,3
1,Viman Nagar,61 L,760,Ready to move,,"8,026 / sq ft",5,2
1,Viman Nagar,60 L,550,Ready to move,,"10,909 / sq ft",12,1
4,Koregaon Park,7.82 Cr,5850,Ready to move,,"13,367 / sq ft",2,5
4,Koregaon Park,6.5 Cr,3800,Under Construction,Possession by Dec 1899,"17,105 / sq ft",,5
3,Koregaon Park,3.68 Cr,2345,Ready to move,,"15,692 / sq ft",11,4
3,Koregaon Park,3.5 Cr,2600,Ready to move,,"13,461 / sq ft",11,3
2,Handewadi,43 L,1008,Under Construction,Possession by Dec 2024,"4,265 / sq ft",,2
3,Kothrud,1.75 Cr,1300,Ready to move,,"13,461 / sq ft",,3
2,Wagholi,46 L,980,Ready to move,,"4,693 / sq ft",6,2
2,Undri,60 L,977,Ready to move,,"6,141 / sq ft",1,2
2,Pashan,75 L,1040,Ready to move,,"7,211 / sq ft",13,2
3,Pimple Nilakh,1.1 Cr,2300,Ready to move,,"4,782 / sq ft",16,3
2,Erandwane,1.1 Cr,1100,Ready to move,,"10,000 / sq ft",,2
2,Wakad,65 L,1000,Under Construction,Possession by Nov 2024,"6,500 / sq ft",,2
3,Baner,2.3 Cr,2238,Ready to move,,"10,277 / sq ft",1,3
4,Baner,3.4 Cr,2939,Ready to move,,"11,568 / sq ft",1,4
1,Fursungi,10 L,336,Ready to move,,"2,976 / sq ft",1,1
2,Kalyani Nagar,90 L,1207,Ready to move,,"7,456 / sq ft",0,2
2,Ravet,70 L,1080,Ready to move,,"6,481 / sq ft",3,2
2,Chikhali,55 L,979,Ready to move,,"5,617 / sq ft",,2
3,Wadgaon Sheri,1.05 Cr,1590,Ready to move,,"6,603 / sq ft",5,3
5,Baner,2.6 Cr,1937,Ready to move,,"13,422 / sq ft",0,6
1,Viman Nagar,69 L,960,Ready to move,,"7,187 / sq ft",4,2
2,Kharadi,68.5 L,1250,Ready to move,,"5,480 / sq ft",11,2
2,Viman Nagar,68 L,890,Ready to move,,"7,640 / sq ft",5,2
2,Viman Nagar,67 L,1130,Ready to move,,"5,929 / sq ft",12,2
2,Viman Nagar,65 L,850,Ready to move,,"7,647 / sq ft",14,2
2,Viman Nagar,64 L,800,Ready to move,,"8,000 / sq ft",14,2
2,Viman Nagar,64 L,800,Ready to move,,"8,000 / sq ft",14,2
1,Viman Nagar,63 L,740,Ready to move,,"8,513 / sq ft",5,2
2,Lohegaon,53.73 L,897,Under Construction,Possession by Dec 2025,"5,990 / sq ft",,2
3,Tathawade,88 L,990,Under Construction,Possession by Dec 2025,"8,888 / sq ft",,3
2,NIBM Annex Mohammadwadi,61 L,1190,Under Construction,Possession by Mar 2024,"5,126 / sq ft",,2
1,Dhanori,30 L,648,Ready to move,,"4,629 / sq ft",4,1
5,Koregaon Park,5 Cr,4900,Ready to move,,"10,204 / sq ft",11,5
2,Koregaon Park,1.45 Cr,1320,Ready to move,,"10,984 / sq ft",11,2
1,Koregaon Park,55 L,550,Ready to move,,"10,000 / sq ft",11,1
3,Koregaon Park,3.1 Cr,1800,Ready to move,,"17,222 / sq ft",11,3
2,Balewadi,66.51 L,985,Under Construction,Possession by Dec 2023,"6,752 / sq ft",,2
2,Viman Nagar,69.5 L,1000,Ready to move,,"6,950 / sq ft",121,2
2,Lohegaon,44.98 L,731,Under Construction,Possession by Dec 2025,"6,153 / sq ft",,2
1,Lohegaon,35 L,650,Ready to move,,"5,384 / sq ft",4,1
2,Vishrantwadi,60 L,730,Ready to move,,"8,219 / sq ft",,2
2,Dhanori,59.99 L,985,Ready to move,,"6,091 / sq ft",,2
1,Wagholi,28 L,750,Under Construction,,"3,733 / sq ft",,2
3,Ravet,78.56 L,1302,Under Construction,Possession by Nov 2023,"6,033 / sq ft",,2
2,Ravet,52 L,1004,Under Construction,Possession by Nov 2023,"5,179 / sq ft",,2
2,Ravet,49.21 L,945,Ready to move,,"5,207 / sq ft",3,2
1,Ravet,36.21 L,544,Ready to move,,"6,656 / sq ft",3,2
3,Ravet,70.21 L,1304,Under Construction,Possession by Oct 2023,"5,384 / sq ft",,2
2,Ravet,55.21 L,1071,Under Construction,Possession by Oct 2023,"5,154 / sq ft",,2
2,Kharadi,50 L,824,Under Construction,Possession by Dec 2022,"6,067 / sq ft",,2
3,Kharadi,76.5 L,1212,Under Construction,Possession by Dec 2023,"6,311 / sq ft",,3
2,Kharadi,76.5 L,1051,Under Construction,Possession by Dec 2022,"7,278 / sq ft",,2
2,Kharadi,88 L,1345,Under Construction,Possession by Jul 2022,"6,542 / sq ft",,2
2,Kharadi,44.5 L,879,Under Construction,Possession by Jul 2022,"5,062 / sq ft",,2
2,Kharadi,49.5 L,889,Under Construction,Possession by Oct 2022,"5,568 / sq ft",,2
3,Kharadi,1.1 Cr,1504,Under Construction,Possession by Sep 2022,"7,313 / sq ft",,3
2,Kharadi,62 L,995,Under Construction,Possession by Dec 2022,"6,231 / sq ft",,2
2,Kharadi,1.1 Cr,1280,Ready to move,,"8,593 / sq ft",,2
2,Kharadi,66.5 L,906,Under Construction,Possession by Mar 2022,"7,339 / sq ft",,2
2,Ghorpadi,1.07 Cr,1100,Ready to move,,"9,727 / sq ft",,2
3,Vadgaon Budruk,75 L,1200,Ready to move,,"6,250 / sq ft",121,3
1,Sadashiv Peth,60 L,650,Ready to move,,"9,230 / sq ft",121,1
3,Alandi,48.76 L,1234,Under Construction,Possession by Dec 2025,"3,951 / sq ft",,3
2,Wakad,61.5 L,1040,Ready to move,,"5,913 / sq ft",,2
1,Narhe,11 L,330,Under Construction,,"3,333 / sq ft",,1
3,Wakad,1.1 Cr,1250,Under Construction,,"8,800 / sq ft",,3
2,Chinchwad,58 L,786,Ready to move,,"7,379 / sq ft",,1
2,Moshi,78 L,1158,Ready to move,,"6,735 / sq ft",,2
4,Baner,2.8 Cr,2380,Under Construction,,"11,764 / sq ft",,4
1,Bavdhan,56.5 L,670,Ready to move,,"8,432 / sq ft",11,1
2,Ravet,40 L,945,Under Construction,Possession by Oct 2025,"4,232 / sq ft",,2
3,Wakad,1.3 Cr,1550,Under Construction,,"8,387 / sq ft",,3
2,Vishrantwadi,63 L,1068,Ready to move,,"5,898 / sq ft",,2
4,Undri,1.2 Cr,2100,Ready to move,,"5,714 / sq ft",2,4
2,Baner,91 L,1165,Under Construction,Possession by May 2024,"7,811 / sq ft",,2
2,Tingre Nagar,72.5 L,1008,Ready to move,,"7,192 / sq ft",12,2
2,Mundhwa,74 L,1071,Under Construction,Possession by Aug 2023,"6,909 / sq ft",,2
2,Baner,56 L,794,Under Construction,Possession by Dec 2025,"7,052 / sq ft",,2
1,Baner,39 L,585,Under Construction,Possession by Dec 2025,"6,666 / sq ft",,1
3,Handewadi,56 L,1300,Under Construction,Possession by Dec 2024,"4,307 / sq ft",,3
2,Ravet,51 L,978,Under Construction,Possession by Sep 2023,"5,214 / sq ft",,2
1,Baner,36 L,550,Under Construction,Possession by Dec 2025,"6,545 / sq ft",,1
3,Ravet,1.69 Cr,1800,Under Construction,,"9,388 / sq ft",,3
3,Wakad,95 L,1267,Under Construction,Possession by Aug 2025,"7,498 / sq ft",,3
3,Handewadi,55 L,1300,Under Construction,Possession by Dec 2024,"4,230 / sq ft",,3
2,Handewadi,54 L,1300,Under Construction,Possession by Dec 2024,"4,153 / sq ft",,3
2,Handewadi,54 L,1300,Under Construction,Possession by Dec 2024,"4,153 / sq ft",,3
2,Wakad,70.26 L,787,Under Construction,Possession by Aug 2025,"8,927 / sq ft",,2
2,Handewadi,44 L,1008,Under Construction,Possession by Dec 2024,"4,365 / sq ft",,2
3,Handewadi,53 L,1300,Under Construction,Possession by Dec 2024,"4,076 / sq ft",,3
2,Handewadi,46 L,1008,Under Construction,Possession by Dec 2024,"4,563 / sq ft",,2
1,Yerawada,30 L,450,Ready to move,,"6,666 / sq ft",,1
3,Mundhwa,95 L,1500,Ready to move,,"6,333 / sq ft",12,3
2,Handewadi,45 L,1008,Under Construction,Possession by Dec 2024,"4,464 / sq ft",,2
2,Balewadi,85 L,1150,Ready to move,,"7,391 / sq ft",5,2
3,Balewadi,1.15 Cr,1560,Ready to move,,"7,371 / sq ft",5,3
2,Baner,69 L,863,Under Construction,Possession by Dec 2025,"7,995 / sq ft",,2
3,Baner,80 L,1360,Ready to move,,"5,882 / sq ft",9,3
1,Dhanori,25 L,600,Ready to move,,"4,166 / sq ft",1,1
2,Sus,54.5 L,1069,Under Construction,Possession by Sep 2023,"5,098 / sq ft",,2
1,Mundhwa,44 L,696,Ready to move,,"6,321 / sq ft",5,1
1,Fursungi,30 L,750,Under Construction,,"4,000 / sq ft",,1
1,Mundhwa,33 L,610,Ready to move,,"5,409 / sq ft",15,1
1,Hadapsar,58.5 L,844,Ready to move,,"6,931 / sq ft",,1
1,Handewadi,25 L,650,Ready to move,,"3,846 / sq ft",,1
2,Mundhwa,72 L,1030,Under Construction,Possession by May 2022,"6,990 / sq ft",,2
2,Hadapsar,69.16 L,950,Under Construction,,"7,280 / sq ft",,2
2,Tathawade,48.46 L,905,Under Construction,Possession by Dec 2022,"5,354 / sq ft",,2
2,Tathawade,66 L,804,Under Construction,,"8,208 / sq ft",,2
2,Tathawade,49.98 L,813,Under Construction,Possession by Dec 2022,"6,147 / sq ft",,2
2,Wakad,65 L,866,Under Construction,Possession by Jun 2022,"7,505 / sq ft",,2
1,Dhayari Phata,26 L,610,Ready to move,,"4,262 / sq ft",,1
2,Wakad,62 L,915,Ready to move,,"6,775 / sq ft",,
2,Ravet,45 L,877,Under Construction,Possession by Aug 2021,"5,131 / sq ft",,2
3,Punawale,71.21 L,1339,Under Construction,,"5,318 / sq ft",,3
2,Punawale,56.1 L,987,Under Construction,,"5,683 / sq ft",,2
2,Punawale,48.9 L,798,Under Construction,,"6,127 / sq ft",,2
2,Punawale,48.72 L,792,Under Construction,,"6,151 / sq ft",,2
3,Kharadi,1.04 Cr,1289,Ready to move,,"8,068 / sq ft",6,2
2,Viman Nagar,1.09 Cr,946,Ready to move,,"11,522 / sq ft",5,2
2,Kharadi,60 L,1089,Ready to move,,"5,509 / sq ft",11,2
2,Kharadi,1.15 Cr,1315,Ready to move,,"8,745 / sq ft",6,2
2,Wakad,94.5 L,1200,Ready to move,,"7,875 / sq ft",9,2
2,Lohegaon,54.45 L,910,Under Construction,Possession by Dec 2025,"5,983 / sq ft",,2
2,Kharadi,1.07 Cr,1252,Ready to move,,"8,546 / sq ft",6,2
2,Ashok Nagar,1.4 Cr,1111,Ready to move,,"12,601 / sq ft",,2
2,Kondhwa,52 L,950,Under Construction,Possession by Oct 2023,"5,473 / sq ft",,2
2,Sus,50.5 L,863,Under Construction,,"5,851 / sq ft",,2
3,Sus,96 L,1350,Under Construction,,"7,111 / sq ft",,3
3,Kharadi,1.64 Cr,2050,Ready to move,,"8,000 / sq ft",6,4
3,Kharadi,1.55 Cr,2015,Ready to move,,"7,692 / sq ft",6,4
3,Kharadi,1.45 Cr,1820,Ready to move,,"7,967 / sq ft",2,3
1,Dhanori,35 L,680,Ready to move,,"5,147 / sq ft",5,1
2,NIBM Annex Mohammadwadi,62 L,1190,Under Construction,Possession by Mar 2024,"5,210 / sq ft",,2
3,Kharadi,1.35 Cr,1700,Ready to move,,"7,941 / sq ft",11,3
3,Baner,1.6 Cr,1600,Under Construction,,"10,000 / sq ft",,3
3,Kharadi,1.22 Cr,1620,Ready to move,,"7,530 / sq ft",6,3
4,Baner,1.2 Cr,1461,Under Construction,,"8,213 / sq ft",,4
3,Kharadi,2.1 Cr,3700,Ready to move,,"5,675 / sq ft",11,4
4,Kharadi,1.95 Cr,3400,Ready to move,,"5,735 / sq ft",6,4
2,Kharadi,94 L,1600,Ready to move,,"5,875 / sq ft",9,2
1,Viman Nagar,62 L,650,Ready to move,,"9,538 / sq ft",7,1
5,Viman Nagar,5.5 Cr,5690,Ready to move,,"9,666 / sq ft",6,5
4,Kharadi,2.69 Cr,2979,Ready to move,,"9,029 / sq ft",11,6
5,Tingre Nagar,5.31 Cr,4617,Ready to move,,"11,500 / sq ft",5,5
1,Viman Nagar,62 L,750,Ready to move,,"8,266 / sq ft",10,1
5,Tingre Nagar,4.49 Cr,4216,Ready to move,,"10,649 / sq ft",5,5
3,Kharadi,2.6 Cr,2847,Ready to move,,"9,132 / sq ft",121,3
4,Viman Nagar,3.9 Cr,4415,Ready to move,,"8,833 / sq ft",6,4
4,Kharadi,2.6 Cr,2979,Ready to move,,"8,727 / sq ft",5,4
4,Viman Nagar,3.8 Cr,4440,Ready to move,,"8,558 / sq ft",6,5
2,Alandi,38 L,695,Ready to move,,"5,467 / sq ft",,2
4,Kharadi,2.55 Cr,3000,Ready to move,,"8,500 / sq ft",6,5
3,Viman Nagar,2.75 Cr,2500,Ready to move,,"11,000 / sq ft",8,3
4,Viman Nagar,2.6 Cr,3000,Ready to move,,"8,666 / sq ft",12,4
3,Kharadi,2.52 Cr,2900,Ready to move,,"8,689 / sq ft",7,3
2,Kasarwadi,95 L,1070,Ready to move,,"8,878 / sq ft",12,2
2,Balewadi,1.05 Cr,1312,Under Construction,Possession by Feb 2024,"8,003 / sq ft",,2
3,Sunarwadi,86 L,1225,Under Construction,,"7,020 / sq ft",,3
2,Sunarwadi,69 L,989,Under Construction,,"6,976 / sq ft",,2
1,Alandi,33.89 L,522,Under Construction,Possession by May 2021,"6,492 / sq ft",,
3,Kalyani Nagar,2.25 Cr,1750,Ready to move,,"12,857 / sq ft",16,3
2,Kharadi,1.05 Cr,1250,Ready to move,,"8,400 / sq ft",6,2
2,Koregaon Park,1.15 Cr,1400,Ready to move,,"8,214 / sq ft",11,2
3,Kalyani Nagar,2.2 Cr,2125,Ready to move,,"10,352 / sq ft",11,3
2,Kharadi,1.04 Cr,1335,Ready to move,,"7,790 / sq ft",5,2
3,Boat Club Road,3.1 Cr,2940,Ready to move,,"10,544 / sq ft",6,3
2,Koregaon Park,1.1 Cr,1140,Ready to move,,"9,649 / sq ft",21,2
3,Kalyani Nagar,2.1 Cr,1750,Ready to move,,"12,000 / sq ft",6,3
2,Wagholi,33 L,1000,Ready to move,,"3,300 / sq ft",12,2
4,Sangamvadi,6.15 Cr,4100,Ready to move,,"15,000 / sq ft",22,4
3,Kalyani Nagar,2 Cr,1650,Ready to move,,"12,121 / sq ft",11,3
3,Boat Club Road,3 Cr,2200,Ready to move,,"13,636 / sq ft",7,3
2,Kharadi,1.04 Cr,1245,Ready to move,,"8,353 / sq ft",2,2
3,Tathawade,90 L,1400,Under Construction,Possession by May 2026,"6,428 / sq ft",,3
3,Tathawade,80 L,1200,Under Construction,Possession by May 2026,"6,666 / sq ft",,3
4,Kalyani Nagar,1.85 Cr,2450,Ready to move,,"7,551 / sq ft",6,5
3,Koregaon Park,1.05 Cr,1450,Ready to move,,"7,241 / sq ft",11,3
2,Wagholi,32.5 L,764,Ready to move,,"4,253 / sq ft",9,2
3,Kharadi,1.02 Cr,1420,Ready to move,,"7,183 / sq ft",6,3
1,Viman Nagar,62 L,650,Ready to move,,"9,538 / sq ft",12,1
3,Kharadi,1.37 Cr,2100,Ready to move,,"6,523 / sq ft",8,3
3,Kalyani Nagar,3.4 Cr,2283,Ready to move,,"14,892 / sq ft",5,2
3,Kondhwa,1.5 Cr,2200,Ready to move,,"6,818 / sq ft",,3
3,Kharadi,1.35 Cr,1550,Ready to move,,"8,709 / sq ft",7,3
2,Kondhwa,67 L,1150,Ready to move,,"5,826 / sq ft",,2
2,Kharadi,80 L,1200,Ready to move,,"6,666 / sq ft",5,2
2,Viman Nagar,87 L,885,Ready to move,,"9,830 / sq ft",13,2
2,Kondhwa,67 L,1152,Ready to move,,"5,815 / sq ft",7,2
4,Kharadi,3.75 Cr,4000,Ready to move,,"9,375 / sq ft",6,5
3,Kalyani Nagar,3.1 Cr,2632,Ready to move,,"11,778 / sq ft",9,3
2,Viman Nagar,97 L,1200,Ready to move,,"8,083 / sq ft",13,2
3,Kharadi,1.33 Cr,1775,Ready to move,,"7,492 / sq ft",4,3
3,Kharadi,1.2 Cr,1604,Ready to move,,"7,481 / sq ft",5,3
4,Kalyani Nagar,2.8 Cr,2881,Ready to move,,"9,718 / sq ft",5,5
1,Viman Nagar,60 L,744,Ready to move,,"8,064 / sq ft",10,1
3,Kharadi,1.3 Cr,1775,Ready to move,,"7,323 / sq ft",7,3
4,Kalyani Nagar,2.8 Cr,2767,Ready to move,,"10,119 / sq ft",6,4
2,Bavdhan,98 L,1100,Under Construction,Possession by Jun 2024,"8,909 / sq ft",,2
4,Kharadi,3.6 Cr,4088,Ready to move,,"8,806 / sq ft",5,5
3,Wakad,1.05 Cr,1499,Ready to move,,"7,004 / sq ft",,3
1,Hinjewadi,32 L,616,Under Construction,Possession by Jun 2024,"5,194 / sq ft",,1
3,Baner,1.75 Cr,1600,Under Construction,Possession by Sep 2023,"10,937 / sq ft",,3
2,Alandi,36.91 L,943,Under Construction,Possession by Jun 2024,"3,914 / sq ft",,2
1,Wagholi,34 L,660,Under Construction,Possession by Feb 2021,"5,151 / sq ft",,1
2,Alandi,35.45 L,854,Under Construction,Possession by Jun 2024,"4,151 / sq ft",,2
2,Alandi,35.4 L,854,Under Construction,Possession by Jun 2024,"4,145 / sq ft",,2
2,Alandi,35.35 L,854,Under Construction,Possession by Jun 2024,"4,139 / sq ft",,2
1,Dhanori,35 L,580,Ready to move,,"6,034 / sq ft",10,1
2,Alandi,35.3 L,854,Under Construction,Possession by Jun 2024,"4,133 / sq ft",,2
2,Narhe,52 L,961,Ready to move,,"5,411 / sq ft",,2
2,Tathawade,85 L,1487,Under Construction,Possession by Dec 2025,"5,716 / sq ft",,3
2,Alandi,35.25 L,854,Under Construction,Possession by Jun 2024,"4,127 / sq ft",,2
1,Tingre Nagar,40 L,635,Ready to move,,"6,299 / sq ft",16,1
3,Baner,1.03 Cr,1209,Under Construction,Possession by Dec 2025,"8,519 / sq ft",,3
2,Alandi,35.2 L,854,Under Construction,Possession by Jun 2024,"4,121 / sq ft",,2
3,Wakad,90 L,1382,Under Construction,Possession by May 2027,"6,512 / sq ft",,2
3,Baner,1.3 Cr,1860,Under Construction,,"6,989 / sq ft",,3
3,Baner,1.5 Cr,1500,Under Construction,Possession by Sep 2023,"10,000 / sq ft",,3
1,Dhanori,40 L,680,Ready to move,,"5,882 / sq ft",5,1
2,Balewadi,75 L,1093,Ready to move,,"6,861 / sq ft",4,2
2,Pashan,85 L,1027,Under Construction,Possession by May 2022,"8,276 / sq ft",,2
2,Mundhwa,60 L,1021,Under Construction,Possession by Sep 2023,"5,876 / sq ft",,2
2,Mundhwa,57 L,974,Under Construction,Possession by Oct 2023,"5,852 / sq ft",,2
2,Handewadi,36 L,873,Ready to move,,"4,123 / sq ft",7,2
1,Keshav Nagar,58.5 L,1050,Under Construction,Possession by Mar 2021,"5,571 / sq ft",,2
3,Lohegaon,80 L,1109,Under Construction,,"7,213 / sq ft",,3
2,Charholi Budruk,41 L,950,Ready to move,,"4,315 / sq ft",4,2
2,Pashan,55 L,800,Ready to move,,"6,875 / sq ft",,1
2,Hinjewadi,63.5 L,1120,Under Construction,Possession by May 2027,"5,669 / sq ft",,2
2,Hinjewadi,63 L,1120,Under Construction,Possession by May 2027,"5,625 / sq ft",,2
3,Hinjewadi,87 L,1582,Under Construction,Possession by May 2027,"5,499 / sq ft",,3
1,Hinjewadi,38 L,575,Ready to move,,"6,608 / sq ft",,1
2,Pimple Saudagar,75 L,937,Ready to move,,"8,004 / sq ft",,2
3,Hadapsar,1.3 Cr,1300,Ready to move,,"10,000 / sq ft",1,2
2,Wagholi,35 L,1001,Under Construction,Possession by Nov 2022,"3,496 / sq ft",,2
2,Tathawade,42 L,1000,Ready to move,,"4,200 / sq ft",,2
1,Manjari,25 L,360,Under Construction,Possession by Feb 2025,"6,944 / sq ft",,1
2,Kharadi,55 L,1050,Under Construction,Possession by Jul 2022,"5,238 / sq ft",,2
2,Viman Nagar,82 L,1100,Ready to move,,"7,454 / sq ft",8,2
2,Baner,75 L,890,Ready to move,,"8,426 / sq ft",2,2
2,Tathawade,50 L,946,Under Construction,Possession by Mar 2023,"5,285 / sq ft",,2
2,Tathawade,45 L,810,Ready to move,,"5,555 / sq ft",,2
3,Tathawade,78 L,1756,Under Construction,Possession by Aug 2024,"4,441 / sq ft",,2
3,Undri,1.2 Cr,1800,Under Construction,Possession by Nov 2023,"6,666 / sq ft",,3
3,Mahalunge,36 L,1625,Under Construction,Possession by May 2022,"2,215 / sq ft",,3
2,Tathawade,70 L,1123,Ready to move,,"6,233 / sq ft",5,2
3,Viman Nagar,1.25 Cr,1500,Ready to move,,"8,333 / sq ft",7,3
3,Viman Nagar,1.37 Cr,1500,Ready to move,,"9,133 / sq ft",6,3
4,Kalyani Nagar,7.07 Cr,4059,Ready to move,,"17,418 / sq ft",5,4
2,Koregaon Park,1.4 Cr,1050,Ready to move,,"13,333 / sq ft",6,2
4,Kharadi,1.68 Cr,2540,Ready to move,,"6,614 / sq ft",7,5
3,Viman Nagar,2 Cr,1690,Ready to move,,"11,834 / sq ft",6,4
4,Kalyani Nagar,7 Cr,4100,Ready to move,,"17,073 / sq ft",5,5
3,Kharadi,1.65 Cr,2445,Ready to move,,"6,748 / sq ft",5,3
2,Manjari,64 L,1564,Ready to move,,"4,092 / sq ft",121,2
5,Koregaon Park,3.75 Cr,4300,Ready to move,,"8,720 / sq ft",10,4
5,Kalyani Nagar,6.8 Cr,5325,Ready to move,,"12,769 / sq ft",4,4
3,Kharadi,1.6 Cr,2145,Ready to move,,"7,459 / sq ft",7,5
2,Viman Nagar,1.7 Cr,900,Ready to move,,"18,888 / sq ft",9,2
4,Kalyani Nagar,6.6 Cr,4132,Ready to move,,"15,972 / sq ft",2,5
3,Kharadi,1.59 Cr,2015,Ready to move,,"7,890 / sq ft",6,4
4,Koregaon Park,4 Cr,4300,Ready to move,,"9,302 / sq ft",10,4
1,Hadapsar,21 L,540,Ready to move,,"3,888 / sq ft",1,1
3,Viman Nagar,1.5 Cr,1500,Ready to move,,"10,000 / sq ft",6,2
3,Kharadi,1.55 Cr,2015,Ready to move,,"7,692 / sq ft",8,4
4,Kalyani Nagar,6 Cr,4100,Ready to move,,"14,634 / sq ft",9,4
3,Kondhwa,90 L,2600,Ready to move,,"3,461 / sq ft",15,2
2,Viman Nagar,1.05 Cr,1100,Ready to move,,"9,545 / sq ft",6,2
3,Kharadi,1.52 Cr,1720,Ready to move,,"8,837 / sq ft",6,3
4,Kalyani Nagar,5.5 Cr,4200,Ready to move,,"13,095 / sq ft",13,5
3,Kharadi,1.5 Cr,1979,Ready to move,,"7,579 / sq ft",5,4
2,Viman Nagar,1.12 Cr,1410,Ready to move,,"7,943 / sq ft",6,2
3,Kalyani Nagar,5.25 Cr,3100,Ready to move,,"16,935 / sq ft",8,4
2,Kalyani Nagar,80 L,950,Ready to move,,"8,421 / sq ft",6,2
2,Kharadi,80 L,1170,Ready to move,,"6,837 / sq ft",7,2
3,Viman Nagar,1.3 Cr,1600,Ready to move,,"8,125 / sq ft",6,3
4,Kalyani Nagar,4.6 Cr,2850,Ready to move,,"16,140 / sq ft",8,4
3,Kharadi,1.48 Cr,1280,Ready to move,,"11,562 / sq ft",6,3
3,Viman Nagar,1.2 Cr,1500,Ready to move,,"8,000 / sq ft",6,3
2,Alandi,37.3 L,943,Under Construction,Possession by Jun 2024,"3,955 / sq ft",,2
2,Alandi,37.25 L,943,Under Construction,Possession by Jun 2024,"3,950 / sq ft",,2
2,Dhayari,50 L,985,Ready to move,,"5,076 / sq ft",,2
2,Undri,51.1 L,605,Under Construction,Possession by Nov 2020,"8,461 / sq ft",,
2,Undri,51 L,604,Under Construction,Possession by Nov 2020,"8,457 / sq ft",,
2,Sunarwadi,72 L,1033,Ready to move,,"6,969 / sq ft",1,2
1,Vadgaon Budruk,50 L,540,Ready to move,,"9,259 / sq ft",121,1
2,Wagholi,40 L,886,Under Construction,,"4,514 / sq ft",,2
4,Kothrud,2.5 Cr,2000,Ready to move,,"12,500 / sq ft",121,3
2,Bavdhan,66.87 L,998,Under Construction,Possession by May 2026,"6,700 / sq ft",,2
1,Wagholi,29 L,635,Under Construction,,"4,566 / sq ft",,1
4,Undri,1.57 Cr,2700,Under Construction,Possession by May 2021,"5,814 / sq ft",,4
2,Kharadi,77.5 L,1320,Under Construction,,"5,871 / sq ft",,2
3,Undri,1.4 Cr,2500,Ready to move,,"5,600 / sq ft",,3
3,Undri,1.39 Cr,2500,Ready to move,,"5,560 / sq ft",,3
2,Tathawade,47 L,931,Under Construction,Possession by Aug 2024,"5,048 / sq ft",,2
3,Undri,1.38 Cr,2500,Under Construction,Possession by May 2021,"5,520 / sq ft",,3
1,Tathawade,36 L,541,Under Construction,Possession by Sep 2024,"6,654 / sq ft",,1
3,Undri,1.37 Cr,2500,Under Construction,Possession by May 2021,"5,480 / sq ft",,3
2,Tathawade,59 L,945,Ready to move,,"6,243 / sq ft",3,2
3,Undri,1.16 Cr,1950,Under Construction,Possession by May 2021,"5,948 / sq ft",,3
3,Undri,1.15 Cr,1950,Under Construction,Possession by May 2021,"5,897 / sq ft",,3
2,Tathawade,55 L,1012,Under Construction,Possession by Dec 2022,"5,434 / sq ft",,2
1,Wakad,31.68 L,325,Ready to move,,"9,750 / sq ft",,1
3,Undri,1.14 Cr,1950,Under Construction,Possession by May 2021,"5,846 / sq ft",,3
3,Undri,1.13 Cr,1950,Under Construction,Possession by May 2021,"5,794 / sq ft",,3
2,Undri,80 L,1380,Under Construction,Possession by May 2021,"5,797 / sq ft",,2
2,Wagholi,37 L,815,Ready to move,,"4,539 / sq ft",,2
2,Pimple Saudagar,85 L,1040,Ready to move,,"8,173 / sq ft",,2
2,Hinjewadi,51 L,850,Under Construction,Possession by Feb 2024,"6,000 / sq ft",,2
1,NIBM Annex Mohammadwadi,31.5 L,621,Under Construction,Possession by Jan 2022,"5,072 / sq ft",,1
2,Wagholi,43.5 L,895,Ready to move,,"4,860 / sq ft",4,2
